F3,F4,P7,FC6,F7,F8,T7,P8,FC5,AF4,T8,O2,O1,AF3
0,-43,-15,-37,-71,-62,-7,40,-8,-78,-4,26,-57,-63
4,-37,-8,-35,-64,-60,4,47,-1,-79,-8,34,-57,-65
17,-27,2,-16,-52,-45,9,60,24,-60,20,46,-44,-49
9,-27,-11,-19,-53,-45,2,37,30,-56,12,36,-42,-49
-1,-47,-27,-33,-49,-51,1,17,21,-70,-18,22,-45,-54
-1,-47,-27,-33,-49,-51,1,17,21,-70,-18,22,-45,-54
19,-34,-15,-18,-33,-39,13,28,26,-64,-3,33,-32,-39
27,-21,4,6,-26,-15,12,45,32,-45,28,56,-19,-25
5,-29,7,12,-31,1,2,57,29,-36,31,63,-11,-30
-5,-30,2,3,-42,-2,-3,57,18,-34,17,58,-11,-43
4,-35,7,2,-53,-4,7,47,9,-29,11,54,-25,-44
14,-15,16,26,-63,12,13,52,16,-12,25,60,-22,-37
28,12,29,49,-63,34,5,79,23,5,56,81,0,-23
28,12,29,49,-63,34,5,79,23,5,56,81,0,-23
36,13,45,46,-52,37,14,96,24,6,73,94,3,-10
19,2,26,28,-58,20,23,78,14,-12,52,75,-21,-22
-2,-22,-38,7,-80,0,10,47,-6,-34,13,37,-41,-50
-6,-24,-90,-2,-75,-5,2,42,-15,-33,4,24,-37,-55
-2,-18,-94,6,-45,2,20,56,4,-28,26,42,-30,-39
-2,-34,-87,5,-23,2,31,61,27,-44,34,47,-33,-35
-7,-45,-94,-6,-17,-12,19,50,18,-51,13,31,-36,-44
-7,-45,-94,-6,-17,-12,19,50,18,-51,13,31,-36,-44
-5,-44,-99,-4,-13,-14,8,46,14,-41,11,27,-34,-42
1,-28,-103,1,-4,-1,0,57,21,-29,31,34,-40,-33
-2,-17,-102,2,-2,6,-3,54,16,-20,30,30,-45,-34
-3,-26,-100,5,-17,-2,-6,35,1,-23,10,25,-40,-42
6,-17,-101,-9,-29,-15,-11,24,-3,-31,0,27,-28,-41
18,-6,-96,-26,-22,-21,-4,40,8,-27,9,32,-17,-30
16,-3,-89,-17,-24,-25,0,60,5,-19,10,38,-17,-31
16,-3,-89,-17,-24,-25,0,60,5,-19,10,38,-17,-31
4,-7,-87,-12,-33,-27,-4,57,-10,-21,0,39,-23,-43
3,-17,-83,-13,-16,-16,9,48,-11,-25,11,40,-25,-54
6,-10,-80,-4,6,-1,26,59,2,-24,29,44,-25,-56
-1,-22,-85,-8,4,-10,18,63,1,-30,24,34,-34,-57
-8,-31,-92,-14,-3,-22,7,43,-14,-30,9,23,-40,-63
-8,-31,-92,-14,-3,-22,7,43,-14,-30,9,23,-40,-63
-2,-11,-93,-2,6,-15,10,33,-16,-21,7,26,-32,-56
4,-12,-92,-7,4,-15,6,23,-10,-29,0,11,-32,-50
2,-10,-98,-18,-7,-14,-5,12,-14,-25,-12,-9,-38,-61
13,8,-100,17,-4,16,-1,22,-18,-5,0,6,-33,-58
22,11,-84,45,-8,31,6,35,-24,-4,10,21,-27,-49
5,-5,-72,14,-39,8,-6,22,-45,-19,-2,2,-28,-59
-3,-16,-70,-8,-61,-6,-19,15,-60,-22,-5,2,-16,-65
-3,-16,-70,-8,-61,-6,-19,15,-60,-22,-5,2,-16,-65
8,1,-67,6,-63,3,-18,29,-65,-17,13,24,0,-61
7,5,-65,18,-64,8,-11,36,-63,-19,30,32,-4,-64
8,9,-61,23,-54,14,-2,37,-47,-20,34,37,-7,-63
18,29,-60,25,-40,24,9,35,-35,-11,30,40,3,-52
6,16,-67,20,-48,16,5,29,-45,-10,19,27,-7,-53
-24,-5,-73,8,-66,-3,-7,24,-67,-27,7,11,-26,-74
-34,-16,-65,-3,-63,-7,-3,25,-64,-46,2,3,-27,-94
-34,-16,-65,-3,-63,-7,-3,25,-64,-46,2,3,-27,-94
-29,-22,-60,-2,-44,0,6,30,-45,-43,2,4,-23,-91
-31,-16,-63,2,-33,2,2,29,-42,-32,1,5,-24,-72
-30,-21,-64,-7,-23,-5,2,22,-46,-35,-1,-5,-31,-62
-15,-16,-63,-21,-13,-7,1,22,-36,-29,-2,-14,-30,-60
-7,-13,-64,-20,-16,-10,-5,30,-38,-30,4,-4,-23,-56
-16,-27,-60,-22,-33,-23,-6,33,-55,-52,6,6,-30,-58
-15,-19,-49,-33,-36,-31,1,26,-47,-54,-7,-1,-27,-64
-15,-19,-49,-33,-36,-31,1,26,-47,-54,-7,-1,-27,-64
7,-4,-37,-28,-33,-30,9,25,-32,-36,-14,3,-6,-54
4,-13,-36,-34,-52,-48,7,25,-49,-41,-21,9,-9,-51
-27,-41,-43,-65,-66,-80,-2,16,-63,-69,-40,2,-25,-76
-38,-57,-42,-78,-62,-97,3,6,-59,-85,-46,-2,-25,-95
-33,-38,-32,-70,-53,-100,14,11,-58,-81,-39,-2,-18,-87
-28,-21,-27,-52,-38,-83,12,24,-47,-59,-33,4,-17,-68
-14,-3,-33,-25,-25,-45,10,30,-31,-32,-18,15,-21,-54
-14,-3,-33,-25,-25,-45,10,30,-31,-32,-18,15,-21,-54
5,21,-36,7,-20,-3,10,37,-26,-12,14,20,-17,-37
11,24,-31,34,-17,29,6,56,-23,8,35,29,-9,-24
2,22,-29,33,-21,30,4,59,-31,9,25,32,-8,-30
1,4,-24,8,-28,14,2,37,-49,-8,7,10,-13,-34
6,5,-25,11,-36,13,-4,23,-59,-4,0,-2,-9,-28
7,30,-29,25,-54,12,-8,28,-69,7,-10,11,-3,-38
7,30,-29,25,-54,12,-8,28,-69,7,-10,11,-3,-38
2,15,-19,8,-70,2,-5,30,-81,-3,-17,15,-3,-51
-6,2,-8,6,-69,10,-2,27,-86,-8,-12,12,5,-51
-3,14,-6,32,-61,31,2,31,-80,-1,2,24,10,-42
9,26,-1,37,-57,32,5,37,-66,-2,20,35,11,-35
8,25,3,26,-61,27,5,36,-63,-5,22,28,4,-38
2,14,-1,35,-73,30,6,23,-73,-6,12,9,-9,-46
-9,12,-8,25,-91,15,-3,3,-90,-16,-1,-6,-10,-57
-9,12,-8,25,-91,15,-3,3,-90,-16,-1,-6,-10,-57
-27,-1,-6,-17,-106,-13,-15,0,-108,-35,-22,-10,-7,-71
-26,-4,-5,-27,-102,-21,-12,5,-108,-40,-31,-1,-7,-79
-17,13,-8,-15,-91,-17,-11,5,-93,-30,-22,8,-1,-70
-17,15,-4,-7,-85,-9,-15,16,-81,-24,-8,10,3,-59
-22,11,-4,-8,-74,-10,-10,20,-82,-25,-7,1,-14,-64
-24,-9,-3,-27,-67,-26,2,1,-85,-33,-20,-7,-35,-67
-33,-25,17,-47,-59,-40,15,-7,-75,-48,-35,-7,-32,-65
-33,-25,17,-47,-59,-40,15,-7,-75,-48,-35,-7,-32,-65
-35,-13,27,-43,-48,-38,16,8,-71,-47,-23,-4,-24,-61
-29,-13,21,-27,-41,-29,2,33,-86,-32,0,13,-29,-49
-22,-14,38,-22,-42,-21,-1,51,-86,-23,-1,29,-27,-37
-8,-12,61,-12,-30,-5,22,49,-57,-18,-3,31,-21,-33
0,-15,57,11,-7,18,32,49,-41,-6,19,34,-25,-25
-3,-5,43,27,6,35,24,49,-38,7,29,38,-31,-19
-2,-14,46,30,8,37,30,39,-26,6,14,31,-38,-19
-2,-14,46,30,8,37,30,39,-26,6,14,31,-38,-19
1,-20,54,28,2,34,37,30,-29,9,9,25,-47,-18
0,-15,59,26,1,36,36,25,-38,22,23,26,-49,-12
-1,-30,76,21,2,33,40,37,-32,23,34,28,-40,-6
-4,-31,86,17,-4,25,38,58,-31,14,33,34,-29,-6
-3,-31,76,8,-16,15,26,40,-43,-1,20,32,-36,-16
-2,-47,61,-10,-34,-3,22,-4,-58,-20,-9,16,-57,-30
-19,-56,61,-15,-47,-11,20,4,-65,-29,-20,13,-56,-38
-19,-56,61,-15,-47,-11,20,4,-65,-29,-20,13,-56,-38
-26,-47,78,5,-44,10,19,52,-64,-13,8,40,-35,-22
-10,-29,90,25,-41,33,29,61,-65,11,30,57,-19,-10
-3,-31,97,34,-55,31,36,40,-68,11,30,44,-13,-15
-11,-30,102,30,-67,28,28,42,-70,3,37,32,-18,-28
-18,-24,109,30,-54,46,26,60,-65,10,55,35,-25,-27
-14,-26,117,50,-27,64,42,59,-49,21,63,45,-23,-10
-14,-26,117,50,-27,64,42,59,-49,21,63,45,-23,-10
-5,-5,117,65,-10,65,48,54,-34,36,58,54,-17,-1
12,12,103,68,-1,64,38,65,-25,51,60,63,-16,9
21,16,90,65,-2,60,32,66,-23,53,62,64,-20,17
10,6,93,49,-13,46,31,51,-37,40,45,62,-24,13
1,-21,103,29,-21,28,30,43,-44,28,24,63,-17,4
-1,-23,98,14,-30,8,28,19,-43,18,-2,44,-20,-4
1,-21,93,1,-41,-7,26,2,-49,2,-15,26,-36,-10
1,-21,93,1,-41,-7,26,2,-49,2,-15,26,-36,-10
5,-28,105,-5,-39,-6,23,41,-58,2,11,44,-22,-10
9,-25,112,0,-41,-4,23,71,-59,7,26,69,0,3
-1,-41,106,2,-54,-6,29,37,-61,-4,8,59,-5,1
-7,-37,111,-5,-55,-8,31,16,-57,-2,11,47,-6,-9
6,-14,124,4,-43,0,29,46,-38,11,30,55,8,0
19,-11,121,25,-33,15,37,47,-28,7,19,57,6,9
11,-11,115,32,-18,30,53,23,-30,12,12,52,4,4
11,-11,115,32,-18,30,53,23,-30,12,12,52,4,4
9,-12,129,35,4,34,64,41,-17,27,33,58,15,5
20,-7,139,42,12,32,66,62,-9,23,36,63,20,17
19,-7,131,40,-5,33,53,43,-19,15,19,57,15,15
6,-22,123,33,-29,30,34,33,-31,12,21,57,9,1
-5,-30,128,21,-35,19,29,48,-44,8,23,62,20,-5
-12,-35,131,6,-22,12,35,46,-50,9,8,61,29,-6
-4,-21,124,12,-17,21,29,36,-40,22,9,60,21,5
-4,-21,124,12,-17,21,29,36,-40,22,9,60,21,5
22,-5,120,31,-23,31,26,52,-28,27,24,64,16,21
31,-11,122,36,-28,28,29,57,-29,27,22,63,17,16
12,-5,119,39,-43,30,20,38,-46,35,18,54,18,-1
1,-9,121,53,-57,39,15,28,-60,31,25,55,20,0
4,-22,139,48,-46,37,27,36,-51,22,22,59,25,-2
13,-17,142,33,-14,33,35,35,-24,34,16,60,24,-4
19,-8,130,35,14,34,38,29,-9,49,23,59,14,16
19,-8,130,35,14,34,38,29,-9,49,23,59,14,16
7,-13,134,35,18,34,44,46,-5,42,24,58,15,18
-4,-33,136,33,15,35,43,60,-2,32,30,71,23,6
14,-7,121,50,29,47,36,63,3,52,45,92,30,27
42,31,120,57,36,41,37,61,10,73,39,83,27,52
37,5,130,38,17,12,35,36,0,44,7,54,23,35
-2,-21,121,11,-12,-14,25,23,-32,5,-11,51,27,2
-2,-21,121,11,-12,-14,25,23,-32,5,-11,51,27,2
-26,-27,126,-1,-24,-15,24,45,-43,3,-1,65,33,-9
-13,-23,140,0,-20,-6,21,64,-27,10,3,71,39,1
6,-3,132,3,-21,-6,6,50,-23,6,-2,64,36,16
8,2,122,5,-32,-8,-2,34,-33,6,3,57,35,10
0,-3,123,14,-43,-4,0,30,-37,9,8,60,40,-8
-7,-17,127,28,-42,10,3,33,-38,-1,11,61,38,-5
-13,-22,126,27,-27,23,5,32,-31,-4,7,49,31,-2
-13,-22,126,27,-27,23,5,32,-31,-4,7,49,31,-2
-12,-7,121,25,-11,29,1,28,-13,12,-3,42,28,-5
4,5,122,38,5,37,2,34,3,23,8,53,25,13
16,13,127,42,14,39,7,32,14,21,17,59,30,31
5,0,132,34,15,31,14,28,30,17,6,56,46,31
-8,-17,129,35,17,32,15,31,34,20,8,52,44,32
4,0,121,47,18,47,10,28,25,30,26,56,32,33
31,19,122,59,13,57,2,39,31,28,39,66,44,35
31,19,122,59,13,57,2,39,31,28,39,66,44,35
27,25,141,58,2,53,-2,52,34,19,37,67,68,37
2,17,146,54,-16,47,-1,42,14,15,27,62,65,26
-7,8,130,60,-34,50,-4,30,-3,15,23,65,44,16
3,25,128,61,-37,50,-6,38,-4,12,29,68,48,19
10,16,133,46,-25,38,0,38,7,0,21,59,57,15
3,-7,123,28,-23,21,1,25,12,-17,2,45,45,2
-11,-18,116,20,-15,15,-2,25,5,-26,-1,48,41,-5
-11,-18,116,20,-15,15,-2,25,5,-26,-1,48,41,-5
-12,-12,126,25,4,14,3,35,11,-8,9,64,53,4
-2,10,131,23,8,5,6,34,32,8,10,65,48,10
6,4,117,8,-1,-1,-3,23,34,-2,2,53,26,11
12,-3,106,6,0,3,-5,23,28,-3,-1,54,31,20
10,9,111,10,3,7,-6,23,30,4,-3,52,47,28
-3,2,118,4,-20,-3,-13,13,23,-8,-4,40,41,15
-5,3,115,5,-38,-9,-16,22,12,-12,5,55,45,-2
-5,3,115,5,-38,-9,-16,22,12,-12,5,55,45,-2
6,11,114,14,-29,1,-18,42,11,-8,24,82,65,5
0,11,115,4,-27,5,-22,40,5,-20,24,74,54,13
-9,8,115,-5,-38,-8,-29,25,-1,-23,2,56,31,7
-2,9,121,15,-35,0,-27,25,7,-9,2,67,50,8
4,29,119,34,-22,28,-16,32,13,2,30,82,76,22
4,30,113,33,-21,37,-19,37,4,5,35,75,66,28
3,15,111,29,-33,22,-28,26,-5,0,9,64,53,8
3,15,111,29,-33,22,-28,26,-5,0,9,64,53,8
-9,9,107,21,-36,6,-25,10,-5,-8,-6,60,59,-4
-24,-2,110,7,-19,0,-11,19,1,-12,-1,60,52,2
-29,0,110,-7,-7,8,-5,33,10,-10,8,58,38,-2
-19,6,103,-1,2,23,-13,29,21,-10,21,57,40,-1
-1,22,104,21,25,31,-19,27,38,3,30,61,47,22
5,36,108,26,39,28,-11,24,43,19,25,53,42,33
5,36,108,26,39,28,-11,24,43,19,25,53,42,33
1,16,114,22,32,32,-2,9,38,19,24,43,50,20
6,21,119,42,28,55,-7,5,41,25,29,54,66,21
18,42,119,64,36,72,-4,15,45,32,34,62,62,33
24,51,123,61,37,68,4,23,45,33,41,60,56,35
29,56,117,56,32,65,-9,26,52,38,40,65,66,36
32,38,105,52,39,62,-17,15,60,31,33,57,58,40
18,29,105,33,45,49,-8,-2,53,15,27,43,41,32
18,29,105,33,45,49,-8,-2,53,15,27,43,41,32
2,36,112,24,40,44,1,0,50,17,23,45,47,29
2,41,99,32,35,43,-11,4,52,28,20,41,55,32
-1,42,85,26,27,31,-30,-4,37,19,10,27,41,28
-4,30,90,13,28,27,-24,-5,35,13,5,27,27,26
6,34,104,18,44,43,0,-1,53,27,14,33,31,30
20,49,110,35,51,54,3,1,58,37,30,33,38,35
17,46,96,39,36,45,-19,1,41,26,33,45,40,33
17,46,96,39,36,45,-19,1,41,26,33,45,40,33
3,38,92,23,24,29,-29,7,25,8,20,57,38,20
2,31,118,23,33,31,-21,24,33,9,23,60,31,16
18,47,125,44,38,49,-12,33,48,30,38,66,37,28
27,60,115,54,33,62,-10,31,48,38,39,68,49,38
19,39,125,42,24,65,-17,31,39,27,34,70,47,26
-5,16,133,22,14,50,-26,22,19,15,20,61,28,4
-5,16,133,22,14,50,-26,22,19,15,20,61,28,4
-25,-3,123,20,2,49,-28,4,3,14,7,48,5,-3
-18,-4,117,35,-8,71,-20,8,6,23,20,44,-17,-1
-1,4,119,40,10,75,-9,21,22,38,38,45,-28,0
5,-4,125,44,34,62,-2,22,33,41,34,47,-21,9
9,1,138,49,37,60,7,23,42,40,41,53,-15,25
25,7,154,47,45,73,24,34,61,50,66,63,-11,31
31,7,156,48,65,81,31,38,67,63,66,66,-8,30
31,7,156,48,65,81,31,38,67,63,66,66,-8,30
29,10,148,52,59,85,32,32,58,64,56,61,2,32
33,3,157,56,44,84,49,40,55,59,63,73,16,34
30,1,170,59,38,85,54,54,57,67,67,93,22,30
26,-5,169,55,39,90,50,47,61,59,64,91,25,28
27,-14,158,38,45,79,61,29,67,36,61,79,21,28
15,-27,150,28,40,57,57,29,61,27,51,84,8,12
15,-27,150,28,40,57,57,29,61,27,51,84,8,12
-5,-45,153,28,28,51,35,36,54,12,50,92,-2,-5
3,-23,160,26,25,57,35,38,61,8,59,87,5,-3
23,-14,165,27,32,55,50,36,57,26,51,75,7,7
16,-35,163,26,34,46,50,28,51,28,42,64,0,12
-2,-27,158,19,27,42,38,27,48,17,45,61,4,6
-3,-22,153,16,21,37,31,37,38,19,42,61,-8,-1
12,-18,147,17,23,31,42,28,42,30,31,53,-27,10
12,-18,147,17,23,31,42,28,42,30,31,53,-27,10
31,2,152,11,34,31,57,8,53,39,31,48,-23,29
36,5,156,9,30,27,56,10,40,39,29,52,-15,32
27,4,150,20,24,25,51,23,22,39,21,53,-15,23
28,12,157,36,24,45,56,26,34,45,36,58,-7,25
28,17,176,36,24,59,60,27,32,44,57,65,9,25
12,-9,181,27,38,51,65,30,20,26,58,63,6,13
5,-30,179,32,57,53,66,30,46,16,54,59,2,13
5,-30,179,32,57,53,66,30,46,16,54,59,2,13
2,-15,175,41,57,64,62,33,58,26,62,63,6,17
-2,-15,159,38,55,59,62,37,41,19,69,67,1,9
10,-11,146,30,58,48,60,38,47,11,66,65,2,8
22,-4,144,31,43,41,55,35,54,18,61,66,16,14
19,-23,153,25,41,33,54,27,39,13,53,60,25,12
14,-9,156,20,51,38,56,24,38,11,48,56,29,16
29,20,157,42,46,53,57,34,46,28,60,75,30,32
29,20,157,42,46,53,57,34,46,28,60,75,30,32
46,31,170,68,41,63,59,42,32,47,78,93,35,37
42,30,173,59,40,54,60,39,25,42,79,89,46,28
30,19,152,43,29,37,59,35,36,23,69,89,49,21
21,12,141,39,18,38,56,34,32,13,61,90,35,17
26,3,155,41,33,51,56,32,31,21,64,78,25,28
36,11,157,45,58,59,66,37,52,38,76,81,30,45
36,14,151,40,65,53,74,39,64,33,74,81,31,42
36,14,151,40,65,53,74,39,64,33,74,81,31,42
29,-7,151,27,57,50,70,28,60,27,58,64,26,29
29,5,149,28,50,51,59,23,48,37,54,60,25,36
34,24,149,30,42,42,56,24,35,33,57,61,25,43
29,20,149,19,26,26,56,19,25,27,47,59,26,32
30,19,144,20,17,23,44,25,19,29,50,73,33,30
34,14,149,34,21,31,36,33,19,34,63,77,37,33
34,14,149,34,21,31,36,33,19,34,63,77,37,33
29,21,147,29,17,29,33,28,12,34,58,59,31,25
28,26,134,21,5,27,32,28,5,27,58,55,24,24
34,23,135,35,9,34,39,37,13,30,70,67,24,33
38,29,137,52,16,37,42,30,19,43,70,69,28,33
32,22,128,41,1,33,35,26,4,32,61,67,30,22
27,23,121,24,-13,28,25,29,-11,14,56,66,34,12
32,23,122,29,2,31,26,16,-10,24,52,64,37,10
32,23,122,29,2,31,26,16,-10,24,52,64,37,10
33,8,127,32,6,36,31,3,-16,19,46,61,31,11
19,5,116,24,-5,46,30,11,-32,2,44,56,25,4
10,4,102,27,10,63,27,27,-28,5,57,57,29,0
20,10,104,34,30,56,27,22,-19,14,59,62,34,15
29,16,106,26,31,34,31,5,-22,17,35,55,35,32
33,19,95,27,27,40,28,0,-19,23,27,44,29,40
31,31,101,46,28,59,25,4,-12,34,45,49,31,38
31,31,101,46,28,59,25,4,-12,34,45,49,31,38
34,32,109,62,30,62,30,20,-14,44,55,62,40,44
49,43,96,65,29,58,33,30,-16,50,49,66,40,54
61,57,88,58,28,58,28,15,-5,50,42,56,33,58
64,42,90,50,39,60,32,-10,5,48,33,37,29,61
53,25,90,40,46,51,42,-9,-6,42,22,23,28,53
31,16,96,33,41,39,39,-1,-15,27,23,26,28,34
31,16,96,33,41,39,39,-1,-15,27,23,26,28,34
23,30,96,40,45,43,43,-1,-8,31,38,39,28,34
44,49,87,51,54,57,50,13,4,54,52,45,34,59
67,53,100,62,58,63,55,33,9,57,65,54,41,67
55,56,116,59,58,54,63,38,2,41,71,69,42,47
29,36,104,42,34,36,57,34,-20,19,65,72,45,32
29,36,104,42,34,36,57,34,-20,19,65,72,45,32
23,27,87,28,0,26,40,34,-37,10,59,73,57,27
33,44,90,25,-5,20,41,33,-35,12,50,77,62,28
34,44,97,26,4,16,55,30,-28,10,39,72,48,33
30,44,94,29,4,17,55,27,-31,5,36,57,45,32
34,41,93,26,-5,10,59,29,-31,-1,39,57,57,29
35,31,105,14,-27,-4,64,44,-31,-13,41,74,66,24
33,41,112,15,-45,8,59,57,-37,-15,53,88,68,20
33,41,112,15,-45,8,59,57,-37,-15,53,88,68,20
42,50,107,36,-28,33,62,59,-35,2,67,91,63,29
57,57,99,54,-3,47,74,61,-14,21,61,85,62,44
58,51,99,60,11,60,87,54,9,25,60,77,65,49
45,39,96,49,21,51,93,36,7,16,62,70,65,35
30,36,88,28,25,24,80,29,-6,7,42,71,60,23
29,34,90,29,29,31,65,37,-1,16,33,73,57,41
40,48,93,45,34,61,64,35,9,32,46,66,60,59
40,48,93,45,34,61,64,35,9,32,46,66,60,59
44,57,87,54,38,62,58,31,10,33,48,60,61,52
37,53,80,52,33,42,36,31,2,27,34,56,51,42
24,52,73,39,23,37,27,27,-9,31,34,49,48,35
26,49,76,46,26,57,35,33,-9,44,55,54,63,42
45,59,81,63,31,69,34,38,-2,48,67,62,58,52
49,57,75,47,24,48,33,28,-1,34,49,48,36,44
34,40,63,28,23,28,37,25,1,20,28,34,36,31
34,40,63,28,23,28,37,25,1,20,28,34,36,31
23,44,55,31,27,29,33,25,2,15,29,31,42,35
27,29,64,22,27,25,31,7,8,7,28,27,30,35
30,21,73,7,25,13,25,-6,15,3,18,22,24,25
30,37,66,18,15,18,10,3,9,7,23,24,38,28
31,32,68,28,1,18,4,17,2,-1,37,40,55,27
18,28,79,17,-11,3,-3,25,0,-2,37,55,63,16
9,30,80,10,-18,6,-22,30,-13,5,35,59,61,16
9,30,80,10,-18,6,-22,30,-13,5,35,59,61,16
18,40,76,12,-28,12,-34,32,-23,10,33,55,63,26
30,53,88,5,-39,-1,-34,23,-22,9,20,55,65,33
34,52,95,-3,-41,-9,-35,18,-23,2,15,56,60,30
31,53,89,2,-47,-5,-36,26,-29,7,23,58,61,21
31,51,90,22,-54,-2,-36,37,-25,22,34,65,62,22
47,70,100,31,-45,3,-35,33,-13,39,45,64,50,42
61,87,105,27,-41,3,-30,26,-12,39,49,61,48,45
61,87,105,27,-41,3,-30,26,-12,39,49,61,48,45
46,57,111,27,-53,3,-31,31,-19,24,48,61,53,31
25,38,119,29,-33,16,-34,45,-12,28,55,63,44,37
31,35,126,37,7,40,-25,45,12,40,67,63,29,56
47,28,126,50,2,54,-12,30,11,41,62,60,19,52
46,34,121,56,-14,57,-19,31,-6,46,56,57,16,47
42,37,129,66,15,71,-21,58,9,63,66,64,21,60
42,37,129,66,15,71,-21,58,9,63,66,64,21,60
42,37,139,77,34,85,-5,73,34,75,70,68,26,67
38,26,135,70,13,77,-5,55,35,68,62,65,14,63
39,19,135,55,5,59,-13,38,29,60,55,64,3,60
52,32,146,57,26,65,-5,44,34,71,56,60,13,61
65,35,149,72,35,85,-1,62,40,85,69,64,18,74
57,36,140,67,28,81,-19,60,46,81,70,64,10,84
36,18,130,35,26,48,-30,25,46,63,39,35,-10,71
36,18,130,35,26,48,-30,25,46,63,39,35,-10,71
26,-11,120,15,25,20,-25,-7,34,51,14,10,-26,54
42,1,111,23,27,27,-30,3,37,60,17,23,-17,55
61,21,121,39,35,52,-28,30,61,78,35,37,3,68
60,28,132,43,33,58,-18,30,66,80,49,34,4,74
52,19,131,31,28,40,-20,19,52,61,43,39,-2,67
60,18,136,40,31,40,-21,26,53,56,46,56,16,69
77,45,146,74,36,71,-13,52,63,81,80,78,35,90
77,45,146,74,36,71,-13,52,63,81,80,78,35,90
77,50,150,89,37,87,-12,69,66,90,101,85,30,103
59,38,145,59,26,63,-21,51,54,69,74,72,24,86
55,26,137,33,7,30,-19,24,38,56,43,58,29,68
62,15,131,27,3,23,-20,19,43,58,37,43,25,65
58,20,130,24,10,24,-29,25,51,66,35,37,21,63
58,23,129,39,18,30,-28,30,49,72,47,57,26,69
64,26,122,58,24,50,-28,34,55,80,62,64,18,76
64,26,122,58,24,50,-28,34,55,80,62,64,18,76
63,29,121,54,26,56,-31,29,64,80,53,36,15,71
57,16,119,39,16,40,-28,10,58,62,36,22,18,60
41,8,121,29,0,40,-24,-2,45,51,33,23,11,49
29,4,125,37,5,60,-26,12,40,56,47,28,7,42
26,11,106,46,17,61,-32,32,39,60,58,40,17,46
30,20,81,41,17,58,-31,35,50,59,55,43,24,52
33,9,69,30,17,54,-26,24,58,48,42,32,30,42
33,9,69,30,17,54,-26,24,58,48,42,32,30,42
27,5,61,20,18,32,-30,12,50,31,26,23,36,27
23,6,58,21,20,27,-31,17,53,26,32,34,30,29
31,23,61,39,30,55,-18,37,67,42,60,51,29,50
40,44,62,45,38,62,-16,38,68,57,61,47,34,57
34,20,62,26,39,38,-25,14,67,51,35,27,28,40
23,5,58,20,43,40,-31,8,68,42,39,23,24,30
23,5,58,20,43,40,-31,8,68,42,39,23,24,30
22,14,53,33,39,61,-41,13,59,34,56,30,23,38
31,20,55,33,25,57,-45,3,50,33,51,25,16,41
33,30,61,30,26,51,-47,-2,60,45,45,22,13,40
30,26,63,35,34,62,-56,13,67,50,44,33,23,50
31,20,61,36,30,58,-65,18,59,42,39,43,34,52
26,7,61,17,11,33,-71,0,49,30,30,33,32,38
20,0,60,5,-7,19,-89,-6,38,26,28,24,27,28
20,0,60,5,-7,19,-89,-6,38,26,28,24,27,28
26,12,54,14,-9,25,-100,16,28,26,37,45,29,30
32,7,56,13,0,31,-77,35,39,21,48,63,34,31
28,10,65,0,-3,23,-68,14,46,17,33,38,35,26
25,23,59,5,-8,20,-89,-4,36,20,17,23,29,23
33,32,56,32,7,44,-85,22,53,32,38,53,29,32
38,40,73,43,31,64,-55,34,78,43,61,65,31,43
31,21,81,35,46,62,-52,26,75,39,62,51,32,40
31,21,81,35,46,62,-52,26,75,39,62,51,32,40
28,8,63,25,56,54,-67,25,74,35,52,48,30,37
36,19,51,22,61,56,-62,13,88,40,43,40,24,48
52,37,74,43,64,65,-50,8,100,51,51,39,35,60
63,55,99,56,63,66,-50,29,94,59,64,60,62,62
64,41,103,42,49,62,-57,41,78,59,66,69,67,62
60,39,103,37,35,59,-62,33,72,63,61,62,63,62
61,68,102,49,34,63,-71,37,72,63,64,72,82,63
61,68,102,49,34,63,-71,37,72,63,64,72,82,63
67,73,98,55,31,61,-76,54,63,60,71,91,85,63
66,63,87,49,25,54,-68,60,66,68,68,92,65,61
61,54,74,42,33,54,-59,37,88,73,55,65,50,65
52,51,58,28,47,50,-66,1,94,65,33,24,33,64
47,50,54,18,42,34,-78,-8,87,58,25,17,26,57
53,42,61,22,35,23,-83,4,88,48,32,48,43,53
56,49,62,23,46,35,-86,9,86,41,28,59,58,55
56,49,62,23,46,35,-86,9,86,41,28,59,58,55
53,51,62,35,53,60,-88,14,83,56,30,48,55,61
66,62,61,54,47,68,-85,25,80,72,54,50,56,65
83,80,59,55,50,60,-76,29,78,67,65,60,63,67
78,69,71,49,51,59,-65,44,76,60,63,75,68,68
64,64,85,55,27,68,-65,63,65,68,71,88,76,65
64,64,85,55,27,68,-65,63,65,68,71,88,76,65
61,58,78,42,4,55,-73,48,54,63,65,80,85,56
62,50,77,6,-3,23,-73,24,42,43,35,61,87,43
53,56,81,-9,-14,0,-74,16,31,27,20,56,87,32
42,50,75,-3,-28,-4,-81,17,29,15,25,55,79,22
45,52,73,-5,-23,8,-88,20,28,26,26,51,69,26
60,62,72,2,1,24,-85,29,33,46,30,57,75,45
61,58,64,18,5,27,-75,30,50,38,43,61,82,47
61,58,64,18,5,27,-75,30,50,38,43,61,82,47
49,55,60,25,-6,26,-64,23,56,31,44,55,80,28
54,49,75,28,11,45,-55,32,58,41,49,58,86,32
54,52,81,33,30,64,-57,47,62,46,63,71,94,49
38,56,72,37,22,62,-63,44,60,46,71,83,92,46
